비속어,카테고리,text
비욕설,일반_긍정,피해자 생각 입장
비욕설,일반_긍정,
비욕설,섹슈얼,섹스 코드
비욕설,혐오,드라마 시작 기전 군대 얘기 호평 정상 군대 남자 바보 개돼지
욕설,혐오,피해 씹쌔끼
비욕설,일반_긍정,에이프릴 나은 에이 김하나
비욕설,일반_긍정,세월호 연관 구원파 무슨 쓰레기 집단 그냥 종교 하나 종교의자유 세월호 부실 경영 처벌
욕설,혐오,지역 차별 본적 이자카야 알바 새끼 땔쳤 역시 개인 경험 수도권 차별 지방도 사람 지역 가야 혐한 사람 골동 간사이 어찌 한국 경향 털털 말트기쉽 수도권 살갑 일본인 한국인 오해
비욕설,섹슈얼,위로 해소 허리 움직 독소 절정 순간 사정 긴장 해소 만족감 세상
비욕설,일반_긍정,우리
비욕설,일반_긍정,진짜
욕설,혐오,나라 망신 일본 호로쉐키
비욕설,일반_긍정,홍석천 국회
욕설,혐오,출하 이제 유해 만화 이상 이하 출하 결단
비욕설,혐오,개독
비욕설,일반_긍정,탁재훈
욕설,혐오,짱깨 새끼 유대인 박멸 듯이
비욕설,일반_긍정,지금 바로 쌩유
비욕설,일반_긍정,경규 최고 시청률
비욕설,혐오,언니 능력 천상여자 키크 남자 능력 사람 거울
비욕설,혐오,일본 일본 역시 한국 남자
비욕설,일반_긍정,
비욕설,혐오,법도 다그
비욕설,혐오,인스타 댕기 공부 시간
비욕설,혐오,당췌 대리 만족
욕설,혐오,돼지 살이 자제
비욕설,일반_긍정,파크랜드 광고 정장 오지
비욕설,일반_긍정,애가 자랑 조금 앞서 공개 문제
비욕설,일반_긍정,역병 국경 초월 시대 인정 머리 사람 우한 교포 입국 시위
비욕설,섹슈얼,유륜 여자 성질
비욕설,혐오,윤아 독해
비욕설,일반_긍정,아이 오케이 장윤정 화이팅
비욕설,일반_긍정,차선 도로 차선 중앙
욕설,혐오,교회 인간 제일 할렐루야 새끼
비욕설,일반_긍정,안달
비욕설,일반_긍정,연예인 이미지 생각 생각 책임감 나이 생각 남자 결혼 나이
비욕설,섹슈얼,마사지 보지 대음순 새끼 손가락 터치 애액
비욕설,섹슈얼,보빨 여자도 남자 먼저
비욕설,섹슈얼,꿀꺽
비욕설,섹슈얼,마늘 여자 죄책감 미성년
비욕설,일반_긍정,
비욕설,혐오,구원파 박진영 양은 칠성파 리본 개돼지 사이비종교 빡세 세뇌 당한
욕설,혐오,노무 새끼 개좆 새끼 개체
비욕설,섹슈얼,애인 섹파
비욕설,혐오,얼굴 가증 인간 건가 음악 만하 나머지 세분 육중 밴드
비욕설,섹슈얼,혜정 이하
비욕설,일반_긍정,서성은 아버지
비욕설,섹슈얼,존나
비욕설,일반_긍정,박아
비욕설,일반_긍정,노래 정돈 아이유 바로 타이밍 톱니바퀴 노래 흐름 집중
비욕설,일반_긍정,성격 악플 보지
비욕설,섹슈얼,고인 래야 여자 전신 성감대 자극 자지 래야 서로 애무
비욕설,섹슈얼,수고 예전 그냥 한국 남자
비욕설,섹슈얼,역시 엄마 여자 결혼
비욕설,섹슈얼,인증 구라
비욕설,일반_긍정,가로세로 연구소 양준 이야기
비욕설,섹슈얼,린다 슬렌더 문신 해도
비욕설,혐오,문재인 대통령 국가 공산주의
비욕설,일반_긍정,이해 어려움
비욕설,일반_긍정,기안 응원
비욕설,일반_긍정,얼음 부들 건물 부금 위해 그냥 도대체 누가
욕설,혐오,요즘 예능 노잼 씹선비 지적 해대 여자 섹시 유명인 사고 험담 얘기 옛날 방송
욕설,혐오,오프닝 존나
비욕설,일반_긍정,명복
비욕설,일반_긍정,여자 게임 방송국 방송인 연예인
비욕설,일반_긍정,안경 때문 이슈 안경 강지영 아나운서 먼저 이슈 된거
비욕설,섹슈얼,정상위 치기
비욕설,일반_긍정,아들 제아 우리
비욕설,혐오,국민 건데
비욕설,혐오,인지 완존 똘갱 집합소 한번 라이 자자손손
비욕설,일반_긍정,탄수화물 조금 다시 능성 다시 영양소 섭취
욕설,섹슈얼,항상 절벽 가슴 윤곽 시발 야동 볼때 젖탱 가슴 결혼 절벽 해결
비욕설,일반_긍정,중국인 정말
비욕설,혐오,나치 집단 깨문
비욕설,혐오,판사 음주운전 차량
비욕설,혐오,한남 근본
비욕설,혐오,어디가 여자 치맛바람 문제 문제 미개
비욕설,혐오,진중권 좌파 유시민 문대 패거리 죄국 파가 소리 개무시 좌파
욕설,혐오,애초 맹승지 캐릭터 떼쟁이 작정 소속사 준비물 해오 주문 진사 출연 한창 포텐 유망
비욕설,일반_긍정,신다은 심쿨 매력
욕설,혐오,김정은 개또 죽음 인간 짐승
비욕설,혐오,무진장
비욕설,혐오,비위 하수도 처먹엇엇다 동네 오줌
비욕설,혐오,은혜 집단
비욕설,일반_긍정,핸드폰 보지
비욕설,섹슈얼,임신 원래 사람
비욕설,혐오,살해
욕설,혐오,인도 존나 저런 생각
비욕설,섹슈얼,조루 정지연
욕설,혐오,사법부 완죤 좌빨 진짜 허경영
비욕설,일반_긍정,언니
비욕설,섹슈얼,조루 존나 올해 원래 조루 정도 버티고 사정 오르가즘 작년 조금 사정 오르가즘 사정 사정 느낌 줄줄 정액 느낌 병원 가지 처방 하나 제일 효과 마사지 소가 마사지 서비스 그것 조루
비욕설,일반_긍정,여자 동물 남자 여자 이치
비욕설,일반_긍정,하라 자리 응원
비욕설,일반_긍정,오늘 벌써 언플 진짜
비욕설,일반_긍정,송가 국보 가수 최고
비욕설,일반_긍정,애기 부디 부모 죽지
비욕설,섹슈얼,섹스 거의 질외 사정 이따 건가 그냥 바로
비욕설,혐오,부모 바로 꿈틀 거지 자칭 미래 사나 얼마나 인증 지옥 자식새끼 가정교육 증조 할아버지 시작 모가지 서비스 변기 머리 드림
비욕설,혐오,차라리 야동 개돼지 년놈
비욕설,일반_긍정,전라남도 화순
비욕설,일반_긍정,그냥
비욕설,섹슈얼,님들 경로 한번 와중 그게 기분 야동 그게 기분 성감대 건가
비욕설,섹슈얼,원래 후배위 사까시 교육 지금 별의별 자세 한번 시간 덤벼 듭니
비욕설,일반_긍정,이민기 얼굴 진짜 역할
비욕설,일반_긍정,
욕설,혐오,병신 진짜 기네 해달 진짜 주름
욕설,섹슈얼,만약 기약 구해
욕설,혐오,시발
비욕설,혐오,세번 아이 오타 제발 타라 고해
비욕설,일반_긍정,한식 미카엘 점점 시청 한국 온정 보엿으 김수미
욕설,혐오,여기 트페 아하 가수 배우 애도 우상 칼라 펠트 사고 오지랖 작작
비욕설,일반_긍정,소고기 파동 유통 단가 소고기 항상 유통
비욕설,혐오,철수 대가리 철판
비욕설,일반_긍정,천만원 기부 진짜 언플
욕설,섹슈얼,새끼 정리 신발 레드윙 바지 자켓 바로
비욕설,일반_긍정,승관 문희준
욕설,혐오,일베 버러지 일베 버러지
비욕설,일반_긍정,하나 정상 고래 엄마
비욕설,일반_긍정,
비욕설,일반_긍정,아들 잘못 마이크로 잘못
비욕설,일반_긍정,배우 우리 엄마 볼때
욕설,혐오,조인성 연기
비욕설,혐오,마사지 고추 거임 콘돔
비욕설,일반_긍정,노래 사람인
비욕설,혐오,상류층 보지 하층 처녀 수준 귀하
욕설,혐오,고당 이름 김종대
비욕설,혐오,정인선 중후 년생 어이 년생
욕설,섹슈얼,단속 존나 한번 마사지 형사 존내 마사지 차로 한판
비욕설,섹슈얼,대필 좌빨 역시 좌빨 강간 성매매 일상 건가
비욕설,섹슈얼,여친 돌림
비욕설,일반_긍정,숙언 막내딸 명복
비욕설,혐오,대도 임산부 임산부 벼슬 다리
비욕설,섹슈얼,가슴 발뒤꿈치 관리 요망
욕설,혐오,합의 남자 병신 진작 사과 이제 사과 사과 지랄
욕설,혐오,우파 특정 종교 비난 화살 획책 지리 아치 정권 중국인 러시아 입국 허용 중국 직도 우리나라 사람 입국 거부 빙신
비욕설,일반_긍정,송혜교 김지원 분위기
비욕설,혐오,쓰레기 새끼 년도 대통령 마당 윤서
비욕설,일반_긍정,임현주 매력
욕설,혐오,반박 짱깨 개독교 주일 샤워 자신감
비욕설,섹슈얼,형님 인생 볼때 그냥 개미 마냥 투자 인생 조언
비욕설,일반_긍정,전현무 어찌 얼른
비욕설,혐오,문화
비욕설,혐오,대구 아닥
비욕설,일반_긍정,이국주 이영자 김숙 송은이 박나래 신봉선 김영희 누가
비욕설,섹슈얼,욕망 임마
비욕설,섹슈얼,여기 번방 노예 종목 별로 고딩 대부분 자위 좆집 암캐 낙서 오줌 먹기 유두 다임
비욕설,혐오,노가다 일베충 새끼 공부
비욕설,섹슈얼,여자 최고 연상 줌마 거른다
욕설,혐오,화가 로만 뭉텡 씹쎼 호로 씨발 짱깨
비욕설,일반_긍정,나혼자산다 다시
비욕설,혐오,와중 스타킹 중국 각선미
욕설,섹슈얼,그것 바로 다인 몽정 밤꽃 조토 시발 이불
비욕설,섹슈얼,스타킹 냄새 노무
욕설,혐오,병신년 따위 발가락 정도 득실 거리 러시아
비욕설,혐오,댓글 많넴 집앞 거품 소음 뛰는뎀 포방터 주민 댓글 우리나라 개돼지 수준
비욕설,혐오,아들 아이 사기
비욕설,섹슈얼,다음 패배
욕설,혐오,굳이 인도 좆트남 누가 쓰레기
비욕설,섹슈얼,조루 성욕 여자
비욕설,일반_긍정,점점
욕설,혐오,티비 손색 똘마
욕설,혐오,팩트 팩트 조센징
비욕설,일반_긍정,중등 생때 박남정 데리 방송출연 슬슬 제대로 활동 하나
비욕설,일반_긍정,포르테 콰트로 자동차 슈퍼카 이름
비욕설,섹슈얼,진짜 평소 섹스 생각 처음 반응 뚱녀 섹파 한번
비욕설,혐오,커플 제발 진짜 보기 시름 여자 덩어리
비욕설,일반_긍정,피해자 얼마나 가슴 굳이
비욕설,일반_긍정,점점
비욕설,섹슈얼,롸이프 요가 자세
비욕설,일반_긍정,절구 사람
비욕설,섹슈얼,섹스 성병 옛날 얼굴 그냥
욕설,일반_긍정,병신 기네 자리 거울 면상 허락 파트너
비욕설,혐오,고사
비욕설,혐오,김치 절대 몸무게
비욕설,혐오,친문 기득권 자랑 한번 간다 지랄
비욕설,일반_긍정,선희 밤새 간호 장면
비욕설,혐오,폐지 전현무
비욕설,일반_긍정,예전 김성수 혜빈 엄마 혜빈 가족 관찰 예능 기억 그거 사건 충격
비욕설,섹슈얼,새끼
비욕설,섹슈얼,심지 조금
비욕설,섹슈얼,보지
욕설,혐오,옹호 사람 졸라 본인 미성년 번호 달라 장난 쉴드 몰입 장인 존나 진짜
비욕설,혐오,
비욕설,섹슈얼,요즘 섹스 풀발 아침 모닝 핸드폰 비교 핸드폰 세로 길이 살짝 핸드폰 살짝 기분 자존감 상승 여친 사랑 어헣헣 님들 섹스 꼬추
비욕설,혐오,돈까스 나하 상관 백가 호텔
비욕설,일반_긍정,배우 연기 배우
비욕설,일반_긍정,편의점 알바 스타일 번호 그냥 과감 번호
비욕설,일반_긍정,국산 금액 대비 성비 가격 수준
비욕설,일반_긍정,어쩌면 이다해 승리 승리
비욕설,일반_긍정,여친 아침 소리 운동 하라 한마디 갑자기 최선 뭔가
비욕설,혐오,정답 빤스 목사 헌금
비욕설,섹슈얼,꽈추 살바 욕구 해소 내시 꽈추
비욕설,일반_긍정,대다수 국민 마닷 응원 의미 질책 마닷 화이팅
비욕설,일반_긍정,티아라 걸그룹 히트 왕따 사건 롱런 텐데 소시
욕설,혐오,다음 진짜 거기 종교 바로 탈퇴 카카오 탈퇴
비욕설,섹슈얼,익명 게시판 우리 일본 유출 야동 보고 배우 존나 한남 게이 정도 지심 빡빡 대가리
욕설,혐오,꿀잼
비욕설,일반_긍정,현아 커플 진심 응원
비욕설,섹슈얼,창남 불법
비욕설,일반_긍정,역시 머리 무시
비욕설,섹슈얼,구석 레인 아이 멀리 몸매 머리 엉덩이 허벅지 라인 두께 여자친구 얼마 버릇
비욕설,일반_긍정,구입 냄새 리필 실례
비욕설,일반_긍정,마녀사냥 하자
비욕설,일반_긍정,쌔끈한것 하나
비욕설,혐오,민노총 돌이 새끼 새끼
비욕설,일반_긍정,자꾸 미나
비욕설,일반_긍정,드라마 오늘이 종방
비욕설,일반_긍정,연기 물이 목소리
비욕설,일반_긍정,조승우 스탈 동생
욕설,혐오,원숭이 사람 구김 순이 게다 언론 좃중동 홍보
비욕설,혐오,재앙 이제 박명수
비욕설,혐오,페미 제발
욕설,혐오,아예 동네 개인 택시 예시 혼자 소리
욕설,혐오,새끼 때문 진자 씨방 얼른 나라 새끼
욕설,혐오,조빱
비욕설,일반_긍정,패키지 여행 사람 카드 작성 그레이 심사 어차피 인솔 해외여행 엄마
비욕설,일반_긍정,공인 이기 행동 이해 이유 성형 대중 허락 가요 진심 구하라
비욕설,섹슈얼,남자 억지로 남자 삽입 그게 제압 해도 괄약근 삽입 여자
비욕설,섹슈얼,와이프 근친상간
비욕설,혐오,페미 뚱땡이 과학
비욕설,일반_긍정,냄새
비욕설,일반_긍정,한지민 남주혁 부시
비욕설,혐오,닭빨 진빨 중국 그때 그때 새끼 중하 중국 오성홍기 절하 논리 반박
비욕설,일반_긍정,매사 감성
욕설,혐오,무슨 장례식 패션쇼 홍정욱 행거 치프 병신 외국 예의
비욕설,일반_긍정,싱글 결혼 축하 연기
비욕설,혐오,우웩 새끼 포크
비욕설,섹슈얼,보지
비욕설,일반_긍정,수고
비욕설,혐오,한남 페미 토악질 한국 남자 제발 인성 예의 바르게
비욕설,일반_긍정,
비욕설,혐오,구혜선 미리 양해 지누 보기 성격 보이드 완전 가식 성질
비욕설,일반_긍정,신랑 모함 난밥 살이
비욕설,일반_긍정,
비욕설,일반_긍정,신인 긴장 한상태 실수 해도 칭찬 사람 안달
비욕설,섹슈얼,수셔줘
비욕설,혐오,아무나 대출 나라 나소
비욕설,일반_긍정,
비욕설,일반_긍정,이제 하나님 천국
욕설,혐오,
욕설,혐오,승징빙세
비욕설,일반_긍정,쾌차 시기 기원
비욕설,일반_긍정,별로 일본 브랜드 흥민 최고
비욕설,섹슈얼,스시
비욕설,혐오,짱깨
비욕설,혐오,송종국 마누라 송종국 바람 송종국 여자 지아
비욕설,일반_긍정,사연
비욕설,혐오,짱깨 짱깨
욕설,혐오,개좆흥 옹호 개좆밥 옹호 다만 버기 수비 감안 윙어 포지션 초창 윙포 생각 스탯 박살
비욕설,혐오,한남 설리
비욕설,혐오,류준열 뮤탈리스크 친한척
비욕설,일반_긍정,길이 뭔가 스튜디오 퓨짐해
욕설,혐오,김치 문제
욕설,혐오,유권 여친 병크 거의 문제 얼마나 생각 머글 알음 진짜 제발
비욕설,일반_긍정,지금 홈쇼핑 보고 홈쇼핑 안선영 화장품 방송 이상형 성격 이면 얼굴 몸매 여자 애로 부부 여자
비욕설,섹슈얼,처음 보지 데뷔
비욕설,일반_긍정,오늘
비욕설,일반_긍정,스탠 마틴
비욕설,혐오,퇴물틀 이사 가든
비욕설,혐오,대부분 저런 머리
비욕설,일반_긍정,황민 예능 나들이 환영 스윗 황민
비욕설,혐오,전라디언 세상 통수
비욕설,일반_긍정,윤정 대사 전혀 그냥 설정 기사 보고
욕설,혐오,고속도로 목숨 운전 병신 존나 차로 대고 새끼 추월 차선 바짝 병신 존나 병신 앞차 브레이크 브레이크 시야 확보 시발 꼬시노
비욕설,혐오,돼지 가축 판매 여기
욕설,혐오,자체 소비 원숭이 방사 능처 지능 수준 원숭이 이하
비욕설,혐오,아다다 런가 여자 돌이 여자 처음 발견 회사 거래처 여자 고백
비욕설,혐오,연예인 일반인 결혼 거나
비욕설,일반_긍정,오늘 내용
비욕설,혐오,연남 작업 해외 튀엇데
비욕설,섹슈얼,
비욕설,일반_긍정,야생 멧돼지 이동 번식
비욕설,섹슈얼,성인용품점 일부 대한민국 여성 딱풀 자위
비욕설,일반_긍정,역시 이형 대박 뮤지컬 꼬마
비욕설,혐오,글자 귀로 저능 수준
욕설,섹슈얼,존나 바로 서서 얼마 문제
비욕설,혐오,
욕설,혐오,복부비만 연기
비욕설,혐오,최강창민 급삭았
비욕설,혐오,역시 일베 구더기 자리
